  53148.0841  1.7125E-12  1.1751E-12
  53148.1052  2.1014E-12  7.8397E-13
  53148.1262  1.4868E-12  7.2767E-13
  53149.0662  1.2806E-12  9.0122E-13
  53149.0872  1.9601E-12  1.2937E-12
  53171.0825  1.3395E-12  6.3143E-13
  53172.0775  1.5065E-12  6.8939E-13
  53175.0689  8.9629E-13  5.6934E-13
  53206.9394  3.4566E-13  6.5967E-13
  53206.9821  1.6736E-12  1.0076E-12
  53207.9675  7.2428E-13  6.8991E-13
  53207.9888  4.4953E-13  5.4942E-13
  53208.9592  4.871E-13  5.0698E-13
  53237.8973  1.2618E-12  7.2914E-13
  53237.9179  5.2195E-13  6.0979E-13
  53238.9163  1.5594E-12  8.9866E-13
  53254.8877  1.0031E-12  7.0772E-13
  53254.9086  1.4313E-12  9.7843E-13
  53255.8026  8.3671E-13  5.7505E-13
  53255.8236  4.5176E-13  4.9688E-13
  53255.8446  5.6454E-13  5.6701E-13
  53255.8657  1.8316E-13  5.1293E-13
  53255.8865  2.7364E-13  5.5365E-13
  53255.9078  5.4718E-13  6.7608E-13
  53256.8887  2.7534E-12  1.0378E-12
  53256.9101  9.2918E-13  8.6485E-13
  53293.8371  1.4401E-13  7.8222E-13
  53472.0584  2.1197E-12  8.9708E-13
  53472.0801  2.4974E-12  9.2117E-13
  53472.102  1.868E-12  8.1614E-13
  53472.1303  2.1767E-12  8.3313E-13
  53472.1519  1.9909E-12  9.7879E-13
  53473.0409  3.4806E-12  1.2012E-12
  53473.062  2.0519E-12  8.7248E-13
  53473.0839  2.4281E-12  9.1813E-13
  53473.1052  4.1431E-12  1.0638E-12
  53473.1274  2.2368E-12  7.955E-13
  53473.1506  3.4808E-12  9.7092E-13
  53474.0507  4.2153E-13  5.4694E-13
  53474.0725  5.3759E-13  5.8153E-13
  53474.0938  1.8543E-12  7.8278E-13
  53474.1154  8.1931E-13  6.0686E-13
  53478.0392  7.2338E-13  6.0991E-13
  53478.0611  3.4664E-13  5.9106E-13
  53479.0342  1.8785E-12  8.8268E-13
  53479.0556  1.0609E-12  6.6129E-13
  53495.0912  1.4177E-12  8.5982E-13
  53496.1049  1.4093E-12  7.5086E-13
  53496.1267  1.8417E-12  7.7235E-13
  53498.054  6.6096E-13  5.7207E-13
  53498.0752  5.0164E-13  5.9513E-13
  53498.0966  1.7897E-12  7.8512E-13
  53498.118  6.8134E-13  6.1731E-13
  53498.1444  9.0569E-13  7.2103E-13
  53498.1596  5.896E-13  7.4199E-13
  53499.0676  1.2338E-12  6.7209E-13
  53499.0889  1.5238E-12  7.4632E-13
  53499.1098  1.3752E-12  7.1345E-13
  53499.1314  1.7225E-12  7.3821E-13
  53499.1525  1.0669E-12  6.6463E-13
  53500.0486  1.818E-12  7.1803E-13
  53500.0658  2.2662E-12  1.0901E-12
  53500.0797  9.9875E-13  7.2712E-13
  53500.0956  2.2783E-12  9.2985E-13
  53500.1113  2.0442E-12  9.6607E-13
  53500.13  2.5129E-12  8.1154E-13
  53500.1527  2.1106E-12  8.0489E-13
  53501.0872  9.8617E-13  6.1042E-13
  53501.1084  1.1071E-12  6.4163E-13
  53502.0898  1.1989E-12  6.2345E-13
  53505.0422  4.9453E-13  6.773E-13
  53505.0635  1.2027E-13  5.4674E-13
  53507.0229  1.0911E-12  6.0166E-13
  53507.0439  1.9789E-12  7.7337E-13
  53508.0356  1.5314E-12  6.2649E-13
  53508.0569  2.2149E-12  7.765E-13
  53509.0577  5.5957E-13  5.3357E-13
  53509.0789  5.6225E-13  5.4046E-13
  53527.8996  1.741E-12  7.3793E-13
  53527.924  2.1713E-12  1.0154E-12
  53528.9922  8.5748E-13  6.2684E-13
  53529.9067  7.7609E-13  7.444E-13
  53529.9282  1.6776E-12  9.696E-13
  53529.9716  1.2315E-12  6.9722E-13
  53529.9937  1.5796E-12  7.632E-13
  53530.0151  1.0217E-12  7.1947E-13
  53530.0366  1.8154E-12  7.5432E-13
  53530.9891  1.8605E-12  7.7488E-13
  53531.0105  2.7794E-12  8.8286E-13
  53531.0318  1.7674E-12  7.1679E-13
  53531.0535  1.3184E-12  6.8511E-13
  53531.9062  8.7214E-13  7.2146E-13
  53531.9275  2.0257E-12  1.0112E-12
  53531.9492  1.1789E-12  6.7688E-13
  53531.9705  1.8138E-12  9.1612E-13
  53552.9341  1.2837E-12  7.3329E-13
  53552.9578  8.5527E-13  6.3478E-13
  53553.901  2.1018E-12  7.8435E-13
  53553.9227  1.6953E-12  7.8322E-13
  53553.9447  2.2035E-12  8.3328E-13
  53553.9672  1.5327E-12  7.2822E-13
  53553.9888  2.0181E-12  7.7803E-13
  53554.0106  2.6756E-12  8.8133E-13
  53554.0323  1.6081E-12  7.8382E-13
  53554.0538  3.0965E-12  1.0286E-12
  53554.9109  1.3608E-12  7.2522E-13
  53554.9324  7.6157E-13  6.1473E-13
  53554.956  1.3092E-12  6.8657E-13
  53554.9781  1.4293E-12  7.197E-13
  53554.9993  1.7119E-12  7.6032E-13
  53555.0209  2.5514E-12  9.0119E-13
  53555.0424  2.1987E-12  8.9308E-13
  53555.0641  3.3817E-12  1.1933E-12
  53555.8836  7.0948E-13  5.9072E-13
  53555.9057  9.5141E-13  6.221E-13
  53555.9276  1.0592E-12  7.242E-13
  53555.9522  1.2909E-12  7.0722E-13
  53555.9951  4.3852E-13  5.9295E-13
  53556.0167  1.6235E-12  7.7123E-13
  53556.8155  1.5724E-12  1.0845E-12
  53556.838  4.0567E-13  5.6794E-13
  53556.8587  6.5042E-13  5.8276E-13
  53556.8803  1.6416E-12  7.3143E-13
  53556.9016  2.0475E-13  5.1801E-13
  53556.9233  6.9357E-13  6.6548E-13
  53556.9447  8.9942E-14  5.4532E-13
  53556.9662 -5.4286E-14  5.2632E-13
  53556.9878  3.3619E-13  5.698E-13
  53557.0096  3.1503E-13  6.0018E-13
  53562.9365  3.9345E-12  1.2737E-12
  53562.9579  2.7617E-12  8.9924E-13
  53562.9793  2.8177E-12  1.1782E-12
  53563.0008  3.1316E-12  1.0169E-12
  53615.7723  1.2051E-12  6.1963E-13
  53615.7939  5.9348E-13  4.9948E-13
  53615.8154  5.6928E-13  4.8378E-13
  53615.8372  6.7392E-13  5.1186E-13
  53615.8644  1.0665E-12  6.2223E-13
  53617.7628  1.7765E-12  7.566E-13
  53617.7845  1.7882E-12  7.3751E-13
  53617.8064  1.9478E-12  7.5207E-13
  53617.8282  7.3986E-13  5.9089E-13
  53617.8498  1.3753E-12  7.1488E-13
  53618.7733  6.5435E-13  5.665E-13
  53618.7956 -7.5286E-14  4.4006E-13
  53618.8179  7.3928E-13  5.7792E-13
  53618.8399  1.0848E-12  6.4035E-13
  53618.8626  3.7192E-13  4.7929E-13
  53663.7747  1.6713E-12  9.5454E-13
  53663.7964  1.91E-12  1.1565E-12
  53663.8181  1.5145E-12  1.4325E-12
  53664.7774  2.2506E-12  1.0227E-12
  53664.7991  1.6556E-12  1.1415E-12
  53664.8209  2.027E-12  1.7358E-12
  53665.7758  6.1121E-14  5.0311E-13
  53665.7974  6.1473E-13  8.0602E-13
  53665.8188  6.8817E-13  1.0554E-12
  53667.7764  1.7343E-12  1.0013E-12
  53668.7781  1.2694E-12  9.0078E-13
  53668.7997  9.8259E-13  1.0042E-12
